880	888	766.6232
1839	1851	565.2257
1840	1852	1290.769
1841	1851	535.9929
1842	1852	2036.638
1843	1851	783.823
1844	1852	2752.447
4371	4379	650.9198
5273	5283	665.3154
5275	5283	908.3955
5957	5969	632.2504
5958	5970	2101.149
5959	5971	1743.107
5960	5970	2173.083
5961	5971	712.187
5962	5970	783.823
6448	6458	607.5252
6450	6458	908.3955
6904	6914	607.5252
6905	6913	904.32
6906	6914	908.3955
6907	6913	883.5764
7837	7849	1460.043
7838	7850	1466.882
7839	7851	2345.731
7840	7852	6261.244
7841	7853	4750.184
7842	7852	8922.646
7843	7853	1515.735
7844	7852	783.823
7942	7954	543.7275
7944	7954	731.2843
8358	8370	555.1598
8359	8369	1323.054
8530	8542	668.724
8531	8541	724.3246
8532	8542	915.9191
8533	8541	904.32
8534	8542	908.3955
8535	8541	883.5764
9034	9046	1493.421
9035	9047	8156.898
9036	9048	3104.952
9037	9047	1201.671
9889	9901	4270.735
9890	9902	4270.735
9891	9901	3993.322
9892	9902	505.8732
10288	10300	984.5185
10290	10300	1323.054
10320	10332	1511.008
10322	10332	2091.083
10324	10332	650.9198
10491	10501	593.197
10492	10500	2752.447
10493	10501	783.823
10635	10645	1323.054
10760	10772	773.4534
10762	10772	1138.993
10764	10772	980.8116
14218	14230	1406.549
14219	14231	1912.389
14220	14230	2036.638
14221	14231	2659.79
14222	14230	2752.447
14223	14231	908.3955
14436	14448	1428.577
14437	14449	5570.48
14438	14448	2171.34
14439	14449	8636.407
14440	14448	3428.529
14441	14449	13713.99
14442	14448	883.5764
14443	14449	883.5764
16851	16863	606.2072
16852	16862	571.3607
16853	16863	752.603
16854	16862	766.6232
18478	18490	718.4918
18479	18491	966.8622
18480	18492	2512.709
18481	18493	2169.599
18482	18494	936.7831
18483	18495	1295.757
18484	18496	2062.843
18485	18497	2276.8
18486	18496	2091.083
18487	18497	2183.574
18488	18496	650.9198
19446	19458	1939.964
20950	20962	5613.587
20951	20963	1709.068
20952	20962	8636.407
20953	20963	2442.459
20954	20962	13713.99
20955	20963	3428.529
20956	20962	883.5764
21298	21308	531.7901
21300	21308	783.823
21572	21584	771.7397
21573	21585	1051.507
21574	21586	1065.164
24052	24062	1090.564
24054	24062	587.2299
24056	24062	883.5764
24304	24316	588.9281
24306	24316	826.2209
24308	24316	766.6232
24689	24701	588.503
24691	24701	505.8732
25373	25385	614.1623
28567	28575	650.9198
30162	30174	1428.577
30163	30175	5570.48
30164	30174	2171.34
30165	30175	8636.407
30166	30174	3428.529
30167	30175	13713.99
30168	30174	883.5764
30169	30175	883.5764
30618	30628	501.5704
30620	30628	650.9198
31529	31541	632.2504
31531	31543	674.1187
32091	32099	783.823
35490	35500	501.5704
35492	35500	650.9198
36025	36037	1618.779
36026	36038	2295.213
36027	36039	2741.237
36028	36038	3372.187
36029	36039	3661.11
36030	36038	3428.529
36031	36039	980.8116
36032	36038	883.5764
37835	37845	521.2534
37837	37845	783.823
38108	38116	603.5805
38110	38116	883.5764
38510	38522	641.5112
38512	38522	915.9191
38514	38522	908.3955
39749	39761	1205.363
39750	39762	1361.474
39751	39761	1824.916
39752	39762	2001.188
39753	39761	2752.447
39754	39762	2752.447
40147	40157	848.0313
40149	40157	783.823
42153	42165	569.7176
42154	42166	769.4611
42155	42167	4914.146
42156	42168	8228.79
42157	42169	2407.153
42158	42168	2761.45
42159	42169	883.5764
42160	42168	2752.447
42320	42330	883.5764
42321	42329	783.823
42322	42330	766.6232
42779	42791	579.2361
42781	42791	705.4245
43141	43153	1205.363
43142	43154	1588.589
43143	43155	5997.241
43144	43154	2391.637
43145	43155	8485.756
43146	43154	3428.529
43147	43155	908.3955
43148	43154	883.5764
43826	43838	5570.48
43827	43839	1622.596
43828	43838	8636.407
43829	43839	2442.459
43830	43838	13713.99
43831	43839	3428.529
43832	43840	904.32
46784	46796	673.6264
46786	46796	678.5679
46787	46795	603.5805
46788	46796	908.3955
46789	46795	883.5764
47316	47328	1183.391
47317	47329	12723.6
47318	47330	3140.96
47319	47329	2173.083
47320	47330	1220.255
47321	47329	783.823
48031	48039	904.32
48899	48911	1205.363
48900	48912	6228.921
